frame,x,y,radius
153,314.0,382.0,15.0
153,317.5,151.5,14.5
153,357.43,145.44,16.0
154,130.76,200.0,15.499999999999993
154,65.79,75.72,16.500000000000004
154,336.6,320.63,16.0
154,313.0,382.0,15.0
154,317.5,157.41,14.5
154,356.77,144.79,16.0
155,133.38,199.34,15.5
155,62.5,79.0,16.5
155,337.26,321.28,16.0
155,314.31,377.4,15.0
155,317.5,155.44,14.5
155,356.12,145.76,16.0
156,130.75,198.03,15.5
156,62.5,79.0,16.5
156,337.26,320.31,16.0
156,313.0,382.0,15.0
156,317.5,156.1,14.5
156,356.43,147.73,16.0
157,130.75,197.69,15.5
157,62.5,79.0,16.5
157,336.6,319.97,16.0
157,313.0,382.0,15.0
157,318.16,154.13,14.5
157,357.09,148.73,16.0
158,132.07,199.66,15.5
158,62.5,79.0,16.5
158,335.94,321.29,16.0
158,312.34,378.06,15.0
158,318.16,154.79,14.5
158,353.8,147.41,16.0
159,130.1,200.31,15.5
159,64.47,78.34,16.5
159,334.63,321.94,16.0
159,314.31,376.75,15.0
159,317.5,156.76,14.5
159,353.8,148.73,16.0
160,130.735,199.66,16.834999999999994
160,64.47,77.03,16.5
160,335.29,320.63,16.0
160,313.31,378.06,15.0
160,317.5,156.76,14.5
160,354.46,148.07,16.0
161,130.1,200.66,15.5
161,64.47,76.71,16.5
161,334.63,321.29,16.0
161,313.0,382.0,15.0
161,318.81,156.75,14.5
161,353.8,149.38,16.0
162,131.41,198.69,15.5
162,64.47,77.03,16.5
162,334.63,321.94,16.0
162,313.0,378.06,15.0
162,318.81,156.76,14.5
162,353.15,148.41,16.0
163,132.41,199.66,15.5
163,65.13,77.37,16.499999999999996
163,334.29,321.28,16.0
163,313.0,377.4,15.0
163,318.16,155.44,14.5
163,353.8,149.07,16.0
164,133.07,200.31,15.5
164,65.13,79.34,16.499999999999996
164,334.29,321.29,16.0
164,313.66,377.4,15.0
164,318.16,158.07,14.5
164,349.86,149.07,16.0
165,132.41,199.66,15.5
165,67.76,78.03,16.500000000000004
165,335.6,321.28,16.0
165,313.0,377.4,15.0
165,318.81,156.76,14.5
165,353.8,150.38,16.0
166,130.5,200.0,15.5
166,67.5,78.0,16.5
166,334.0,321.0,16.0
166,313.0,378.0,15.0
166,318.5,156.5,14.5
166,352.0,149.5,16.0
167,130.5,199.0,15.5
167,67.5,78.0,16.5
167,334.0,321.0,16.0
167,313.0,376.0,15.0
167,318.5,156.5,14.5
167,352.0,149.5,16.0
168,129.5,200.0,15.5
168,67.5,78.0,16.5
168,333.0,321.0,16.0
168,313.0,377.0,15.0
168,318.5,156.5,14.5
168,352.0,150.5,16.0
169,133.44,200.0,15.5
169,67.5,78.0,16.5
169,334.0,321.0,16.0
169,314.0,376.0,15.0
169,318.5,156.5,14.5
169,352.0,150.5,16.0
170,129.5,200.0,15.5
170,67.5,78.0,16.5
170,334.0,321.0,16.0
170,314.0,376.0,15.0
170,318.5,156.5,14.5
170,352.0,151.5,16.0
171,129.5,200.0,15.5
171,68.5,77.0,16.5
171,334.0,321.0,16.0
171,314.0,376.0,15.0
171,318.5,156.5,14.5
171,352.0,150.5,16.0
172,129.5,200.0,15.5
172,67.5,77.0,16.5
172,334.0,321.0,16.0
172,313.0,376.0,15.0
172,318.5,156.5,14.5
172,352.0,150.5,16.0
173,129.5,200.0,15.5
173,68.5,78.0,16.5
173,333.0,321.0,16.0
173,313.0,376.0,15.0
173,318.5,156.5,14.5
173,352.0,150.5,16.0
174,129.5,200.0,15.5
174,68.5,77.0,16.5
174,334.0,321.0,16.0
174,313.0,376.0,15.0
174,318.5,156.5,14.5
174,351.0,150.5,16.0
175,129.5,200.0,15.5
175,68.5,78.0,16.5
175,333.0,321.0,16.0
175,314.0,375.0,15.0
175,318.5,156.5,14.5
175,351.0,150.5,16.0
176,129.5,200.0,15.5
176,68.5,77.0,16.5
176,333.0,321.0,16.0
176,314.0,376.0,15.0
176,318.5,156.5,14.5
176,351.0,150.5,16.0
177,129.5,200.0,15.5
177,68.5,77.0,16.5
177,333.0,321.0,16.0
177,314.0,376.0,15.0
177,319.5,157.5,14.5
177,351.0,151.5,16.0
178,129.5,200.0,15.5
178,68.5,77.0,16.5
178,333.0,321.0,16.0
178,314.0,376.0,15.0
178,318.5,157.5,14.5
178,351.0,151.5,16.0
179,129.5,200.0,15.5
179,68.5,77.0,16.5
179,333.0,321.0,16.0
179,314.0,375.0,15.0
179,318.5,158.5,14.5
179,351.0,151.5,16.0
180,129.5,200.0,15.5
180,68.5,77.0,16.5
180,332.0,321.0,16.0
180,314.0,375.0,15.0
180,318.5,158.5,14.5
180,351.0,151.5,16.0
181,129.5,200.0,15.5
181,68.5,77.0,16.5
181,333.0,321.0,16.0
181,313.0,375.0,15.0
181,318.5,158.5,14.5
181,351.0,151.5,16.0
182,129.5,200.0,15.5
182,69.5,77.0,16.5
182,332.0,320.0,16.0
182,314.0,375.0,15.0
182,318.5,156.5,14.5
182,351.0,151.5,16.0
183,129.5,200.0,15.5
183,69.5,77.0,16.5
183,332.0,321.0,16.0
183,313.0,375.0,15.0
183,318.5,158.5,14.5
183,350.0,151.5,16.0
184,133.44,198.69,15.5
184,69.5,77.0,16.5
184,332.0,320.0,16.0
184,313.0,375.0,15.0
184,318.5,158.5,14.5
184,351.0,151.5,16.0
185,129.5,200.0,15.5
185,69.5,77.0,16.5
185,332.0,320.0,16.0
185,314.0,375.0,15.0
185,318.5,158.5,14.5
185,351.0,151.5,16.0
186,129.5,200.0,15.5
186,69.5,77.0,16.5
186,332.0,320.0,16.0
186,314.0,375.0,15.0
186,317.5,158.5,14.5
186,351.0,151.5,16.0
187,129.5,200.0,15.5
187,69.5,77.0,16.5
187,332.0,320.0,16.0
187,314.0,375.0,15.0
187,317.5,158.5,14.5
187,351.0,151.5,16.0
188,129.5,199.0,15.5
188,69.5,77.0,16.5
188,331.0,320.0,16.0
188,313.0,374.0,15.0
188,318.5,158.5,14.5
188,351.0,151.5,16.0
189,129.5,200.0,15.5
189,69.5,77.0,16.5
189,332.0,320.0,16.0
189,313.0,374.0,15.0
189,318.5,158.5,14.5
189,351.0,151.5,16.0
190,129.5,200.0,15.5
190,69.5,77.0,16.5
190,331.0,320.0,16.0
190,313.0,374.0,15.0
190,318.5,158.5,14.5
190,351.0,151.5,16.0
191,129.5,201.0,15.5
191,69.5,77.0,16.5
191,331.0,320.0,16.0
191,313.0,374.0,15.0
191,318.5,158.5,14.5
191,351.0,151.5,16.0
192,129.5,200.0,15.5
192,69.5,77.0,16.5
192,331.0,320.0,16.0
192,313.0,374.0,15.0
192,318.5,158.5,14.5
192,351.0,151.5,16.0
193,129.5,199.0,15.5
193,69.5,77.0,16.5
193,331.0,320.0,16.0
193,313.0,374.0,15.0
193,318.5,158.5,14.5
193,351.0,151.5,16.0
194,129.5,199.0,15.5
194,69.5,77.0,16.5
194,331.0,320.0,16.0
194,313.0,374.0,15.0
194,319.5,158.5,14.5
194,351.0,151.5,16.0
195,129.5,199.0,15.5
195,70.5,77.0,16.5
195,331.0,320.0,16.0
195,313.0,374.0,15.0
195,318.5,158.5,14.5
195,350.0,151.5,16.0
196,130.5,200.0,15.5
196,70.5,77.0,16.5
196,331.0,320.0,16.0
196,313.0,374.0,15.0
196,317.5,158.5,14.5
196,351.0,151.5,16.0
197,129.5,201.0,15.5
197,70.5,77.0,16.5
197,331.0,320.0,16.0
197,312.0,375.0,15.0
197,318.5,158.5,14.5
197,351.0,151.5,16.0
198,129.5,201.0,15.5
198,70.5,77.0,16.5
198,331.0,320.0,16.0
198,312.0,374.0,15.0
198,319.5,158.5,14.5
198,351.0,151.5,16.0
199,129.5,201.0,15.5
199,70.5,77.0,16.5
199,332.0,321.0,16.0
199,312.0,374.0,15.0
199,319.5,158.5,14.5
199,351.0,151.5,16.0
200,129.5,201.0,15.5
200,70.5,77.0,16.5
200,332.0,321.0,16.0
200,313.0,374.0,15.0
200,319.5,158.5,14.5
200,351.0,151.5,16.0
201,129.5,201.0,15.5
201,70.5,76.0,16.5
201,332.0,321.0,16.0
201,313.0,374.0,15.0
201,319.5,158.5,14.5
201,350.0,150.5,16.0
202,129.5,201.0,15.5
202,70.5,77.0,16.5
202,332.0,321.0,16.0
202,313.0,374.0,15.0
202,319.5,158.5,14.5
202,350.0,151.5,16.0
203,129.5,201.0,15.5
203,70.5,77.0,16.5
203,332.0,321.0,16.0
203,313.0,374.0,15.0
203,318.5,158.5,14.5
203,350.0,151.5,16.0
204,129.5,201.0,15.5
204,70.5,77.0,16.5
204,332.0,320.0,16.0
204,313.0,374.0,15.0
204,318.5,159.5,14.5
204,351.0,151.5,16.0
205,129.5,201.0,15.5
205,70.5,76.0,16.5
205,332.0,321.0,16.0
205,312.0,374.0,15.0
205,317.5,158.5,14.5
205,350.0,151.5,16.0
206,129.5,201.0,15.5
206,71.5,76.0,16.5
206,332.0,321.0,16.0
206,312.0,374.0,15.0
206,317.5,158.5,14.5
206,350.0,151.5,16.0
207,129.5,201.0,15.5
207,71.5,76.0,16.5
207,332.0,321.0,16.0
207,312.0,374.0,15.0
207,319.5,158.5,14.5
207,350.0,149.5,16.0
208,129.5,202.0,15.5
208,71.5,76.0,16.5
208,332.0,321.0,16.0
208,312.0,374.0,15.0
208,317.5,158.5,14.5
208,350.0,150.5,16.0
209,129.5,202.0,15.5
209,71.5,76.0,16.5
209,332.0,321.0,16.0
209,312.0,375.0,15.0
209,319.5,159.5,14.5
209,350.0,151.5,16.0
210,129.5,202.0,15.5
210,72.5,76.0,16.5
210,332.0,321.0,16.0
210,313.0,374.0,15.0
210,318.5,158.5,14.5
210,350.0,151.5,16.0
211,129.5,202.0,15.5
211,72.5,76.0,16.5
211,332.0,321.0,16.0
211,313.0,373.0,15.0
211,319.5,159.5,14.5
211,350.0,151.5,16.0
212,129.5,202.0,15.5
212,71.5,75.0,16.5
212,332.0,321.0,16.0
212,313.0,373.0,15.0
212,319.5,159.5,14.5
212,350.0,151.5,16.0
213,129.5,202.0,15.5
213,72.5,75.0,16.5
213,333.0,321.0,16.0
213,313.0,373.0,15.0
213,320.5,159.5,14.5
213,350.0,151.5,16.0
214,129.5,202.0,15.5
214,72.5,75.0,16.5
214,333.0,321.0,16.0
214,313.0,372.0,15.0
214,320.5,159.5,14.5
214,350.0,151.5,16.0
215,129.5,202.0,15.5
215,72.5,74.0,16.5
215,333.0,321.0,16.0
215,313.0,372.0,15.0
215,320.5,158.5,14.5
215,350.0,151.5,16.0
216,129.5,203.0,15.5
216,72.5,75.0,16.5
216,333.0,321.0,16.0
216,313.0,373.0,15.0
216,320.5,159.5,14.5
216,349.0,152.5,16.0
217,129.5,203.0,15.5
217,72.5,75.0,16.5
217,333.0,321.0,16.0
217,313.0,373.0,15.0
217,319.5,159.5,14.5
217,351.0,150.5,16.0
218,129.5,203.0,15.5
218,72.5,74.0,16.5
218,333.0,321.0,16.0
218,313.0,372.0,15.0
218,319.5,159.5,14.5
218,351.0,151.5,16.0
219,129.5,203.0,15.5
219,72.5,74.0,16.5
219,333.0,321.0,16.0
219,313.0,372.0,15.0
219,319.5,159.5,14.5
219,350.0,152.5,16.0
220,129.5,203.0,15.5
220,72.5,74.0,16.5
220,333.0,321.0,16.0
220,313.0,373.0,15.0
220,319.5,159.5,14.5
220,350.0,151.5,16.0
221,129.5,203.0,15.5
221,72.5,74.0,16.5
221,334.0,321.0,16.0
221,312.0,373.0,15.0
221,319.5,159.5,14.5
221,350.0,151.5,16.0
222,129.5,203.0,15.5
222,72.5,74.0,16.5
222,334.0,321.0,16.0
222,312.0,373.0,15.0
222,319.5,159.5,14.5
222,350.0,151.5,16.0
223,129.5,202.0,15.5
223,72.5,74.0,16.5
223,334.0,321.0,16.0
223,312.0,373.0,15.0
223,320.5,159.5,14.5
223,350.0,151.5,16.0
224,129.5,203.0,15.5
224,72.5,74.0,16.5
224,333.0,321.0,16.0
224,312.0,373.0,15.0
224,319.5,159.5,14.5
224,350.0,151.5,16.0
225,129.5,203.0,15.5
225,72.5,74.0,16.5
225,334.0,321.0,16.0
225,312.0,373.0,15.0
225,320.5,160.5,14.5
225,350.0,151.5,16.0
226,129.5,203.0,15.5
226,72.5,74.0,16.5
226,334.0,321.0,16.0
226,312.0,373.0,15.0
226,319.5,160.5,14.5
226,350.0,150.5,16.0
227,130.5,203.0,15.5
227,72.5,74.0,16.5
227,334.0,321.0,16.0
227,312.0,373.0,15.0
227,318.5,160.5,14.5
227,350.0,151.5,16.0
228,130.5,203.0,15.5
228,72.5,74.0,16.5
228,334.0,321.0,16.0
228,312.0,373.0,15.0
228,319.5,160.5,14.5
228,350.0,151.5,16.0
229,139.04,201.69,15.499999999999993
229,71.5,73.0,16.5
229,324.8,320.03,16.0
229,312.0,371.03,15.0
229,318.53,167.07,14.5
229,346.72,162.67,16.0
230,139.7,201.69,15.499999999999993
230,71.5,74.0,16.5
230,322.18,321.0,16.0
230,309.37,370.37,15.0
230,315.9,170.35,14.5
230,342.77,163.98,16.0
231,139.7,202.34,15.499999999999993
231,75.44,74.66,16.5
231,324.15,319.03,16.0
231,311.34,369.06,15.0
231,317.53,170.35,14.5
231,344.74,163.67,16.0
232,142.32,201.69,15.5
232,73.78,72.69,16.5
232,324.8,317.72,16.0
232,312.0,369.72,15.0
232,316.87,168.07,14.5
232,345.75,162.67,16.0
233,141.35,201.69,15.5
233,71.5,73.0,16.5
233,323.17,318.37,16.0
233,310.69,371.69,15.0
233,316.87,168.73,14.5
233,346.06,164.64,16.0
234,140.17,202.12,15.499999999999993
234,73.26,76.52,16.500000000000004
234,323.45,319.24,16.0
234,309.36,371.24,15.0
234,315.1,169.54,14.5
234,347.48,162.93,16.0
235,140.29,203.88,15.499999999999993
235,72.5,74.0,16.5
235,322.69,318.36,16.0
235,311.12,372.14,15.0
235,317.31,173.91500000000002,15.810000000000002
235,343.84,163.81,16.0
236,142.05,203.0,15.500000000000007
236,73.5,73.0,16.5
236,322.57,317.48,16.0
236,311.12,370.36,15.0
236,315.98,172.17,14.5
236,344.84,165.69,16.0
237,141.29,203.88,15.499999999999993
237,73.5,74.0,16.5
237,322.69,318.36,16.0
237,309.36,371.12,15.0
237,316.74,172.17,14.5
237,345.6,162.93,16.0
238,141.29,204.76,15.499999999999993
238,75.14,76.52,16.5
238,322.69,317.48,16.0
238,308.05,371.44,15.449999999999989
238,315.87,171.75,17.129999999999995
238,346.48,163.81,16.0
239,141.31,203.0,18.150000000000006
239,72.5,73.0,16.5
239,323.57,319.24,16.0
239,310.24,370.24,15.0
239,317.62,172.29,14.5
239,345.6,163.81,16.0
240,141.29,204.76,15.499999999999993
240,73.5,73.0,16.5
240,324.45,317.48,16.0
240,312.0,372.0,15.0
240,317.62,172.29,14.5
240,346.48,163.81,16.0
241,142.17,203.88,15.499999999999993
241,74.38,75.64,16.499999999999996
241,322.81,317.48,16.0
241,312.0,373.0,15.0
241,317.62,172.42,14.5
241,346.48,164.69,16.0
242,141.29,204.76,15.499999999999993
242,72.5,73.0,16.5
242,321.05,317.48,16.0
242,312.0,368.48,15.0
242,316.86,173.17,14.5
242,345.6,162.05,16.0
243,142.17,204.0,15.499999999999993
243,72.5,73.0,16.5
243,322.81,317.48,16.0
243,309.36,371.12,15.0
243,316.86,174.05,14.5
243,343.84,164.69,16.0
244,142.17,204.0,15.499999999999993
244,72.5,73.0,16.5
244,322.81,317.48,16.0
244,310.24,368.48,15.0
244,317.86,172.29,14.5
244,347.36,164.69,16.0
245,142.17,203.12,15.499999999999993
245,72.5,73.0,16.5
245,320.93,318.36,16.0
245,309.36,370.24,15.0
245,319.62,172.29,14.5
245,345.6,163.81,16.0
246,142.29,205.76,15.499999999999993
246,72.5,73.0,16.5
246,321.81,318.36,16.0
246,309.36,369.36,15.0
246,316.86,173.29,14.5
246,347.36,162.93,16.0
247,142.29,203.12,15.499999999999993
247,76.9,73.88,16.500000000000004
247,321.81,319.12,16.0
247,308.92,369.34000000000003,17.19999999999999
247,316.86,172.29,14.5
247,346.48,165.57,16.0
248,142.17,204.0,15.499999999999993
248,76.02,73.88,16.499999999999996
248,322.69,317.36,16.0
248,310.24,368.48,15.0
248,316.86,174.17,14.5
248,345.6,162.93,16.0
249,144.05,204.88,15.5
249,76.78,75.64,16.5
249,321.81,319.12,16.0
249,310.24,368.48,15.0
249,316.86,173.29,14.5
249,345.6,164.69,16.0
250,144.05,205.76,15.5
250,76.14,73.88,16.5
250,320.93,317.36,16.0
250,309.36,368.48,15.0
250,316.42,174.64,16.69999999999999
250,345.6,166.45,16.0
251,141.42,205.76,15.499999999999993
251,78.9,74.76,16.500000000000004
251,322.69,316.48,16.0
251,311.12,368.48,15.0
251,316.1,175.05,14.5
251,345.6,162.93,16.0
252,144.05,206.64,15.5
252,76.14,73.0,16.5
252,321.81,316.6,16.0
252,310.68,371.12,16.319999999999993
252,316.86,175.93,14.5
252,346.48,163.81,16.0
253,143.17,205.76,15.499999999999993
253,77.9,73.88,16.500000000000004
253,321.81,318.36,16.0
253,309.8,370.22,16.319999999999993
253,317.4,175.47,17.599999999999994
253,343.72,165.57,16.0
254,144.05,206.64,15.5
254,75.26,75.64,16.500000000000004
254,320.93,318.36,16.0
254,309.32,369.36,17.680000000000007
254,315.21000000000004,176.355,16.27000000000001
254,346.48,161.17,16.0
255,143.17,204.88,15.499999999999993
255,77.9,74.76,16.500000000000004
255,321.81,317.48,16.0
255,309.8,368.94,17.19999999999999
255,315.1,175.05,14.5
255,343.84,164.69,16.0
256,146.69,207.52,15.5
256,78.9,75.64,16.500000000000004
256,321.81,317.48,16.0
256,309.36,368.48,15.0
256,316.86,175.93,14.5
256,344.72,166.45,16.0
257,144.93,205.76,15.5
257,79.66,74.76,16.5
257,321.81,318.36,16.0
257,308.94,369.34000000000003,16.30000000000001
257,317.3,177.255,16.69999999999999
257,346.48,163.81,16.0
258,144.05,207.52,15.5
258,78.78,73.88,16.5
258,320.93,317.48,16.0
258,309.8,369.8,17.19999999999999
258,315.52,175.04500000000002,16.72
258,342.96,167.33,16.0
259,144.05,207.52,15.5
259,78.02,74.76,16.499999999999996
259,320.05,317.48,16.0
259,309.37,369.78999999999996,16.75
259,314.78,178.13,16.700000000000017
259,343.84,165.57,16.0
260,145.66,207.04,15.5
260,79.06,75.28,16.5
260,320.56,317.2,16.0
260,308.96,367.44,15.0
260,316.7,177.42,14.5
260,344.68,165.18,16.0
261,144.9,207.8,15.5
261,78.3,74.52,16.5
261,321.32,317.96,16.0
261,309.72,368.96,15.0
261,315.18,178.18,14.5
261,344.68,166.7,16.0
262,144.9,208.56,15.5
262,79.82,76.04,16.499999999999996
262,320.56,317.2,16.0
262,309.72,369.72,15.0
262,315.94,176.9,14.5
262,344.68,166.7,16.0
263,147.94,207.8,15.5
263,79.82,73.76,16.499999999999996
263,322.08,317.2,16.0
263,309.72,367.44,15.0
263,315.7,176.14,14.5
263,342.4,165.94,16.0
264,145.98,208.6,15.5
264,79.1,74.31,16.499999999999996
264,320.56,317.2,16.0
264,308.59000000000003,368.56,16.890000000000015
264,315.72,177.41,16.0
264,343.68,166.18,16.0
265,145.98,208.6,15.5
265,79.41,74.97,16.5
265,320.89,318.72,16.0
265,309.37,369.37,15.0
265,316.565,178.64,16.125
265,343.43,168.58,16.0
266,145.98,207.94,15.5
266,80.41,74.31,16.5
266,321.2,317.72,16.0
266,308.73,368.37,16.299999999999983
266,316.56,176.98,14.5
266,344.4,166.95,16.0
267,146.95,208.94,15.5
267,81.73,73.66,16.5
267,320.55,319.03,16.0
267,310.03,368.37,15.0
267,317.18,178.3,15.509999999999991
267,344.74,167.27,16.0
268,145.98,208.6,15.5
268,80.41,74.31,16.5
268,319.89,317.72,16.0
268,309.37,369.69,15.0
268,315.21,178.3,14.5
268,344.09,167.92,16.0
269,147.3,207.94,15.5
269,81.73,74.97,16.5
269,321.2,317.72,16.0
269,310.03,368.06,15.0
269,315.53499999999997,178.3,15.835000000000008
269,344.43,166.95,16.0
270,148.61,210.57,15.5
270,81.41,73.66,16.5
270,319.89,317.72,16.0
270,310.03,367.4,15.0
270,316.87,177.64,14.5
270,344.09,166.61,16.0
271,147.29,209.25,15.5
271,81.73,73.66,16.5
271,320.55,319.03,16.0
271,309.37,367.4,15.0
271,314.9,176.98,14.5
271,341.8,166.95,16.0
272,148.61,211.23,15.5
272,83.04,73.0,16.5
272,320.55,316.4,16.0
272,309.37,366.4,15.0
272,316.87,178.3,14.5
272,344.4,166.61,16.0
273,147.3,208.94,15.5
273,81.07,73.0,16.5
273,320.55,316.71,16.0
273,309.03499999999997,368.36,15.994999999999976
273,315.54499999999996,179.28,16.14500000000001
273,344.74,165.95,16.0
274,148.61,210.57,15.5
274,81.73,73.66,16.5
274,319.23,317.06,16.0
274,309.04499999999996,367.71000000000004,16.64500000000001
274,315.24,178.29,14.5
274,343.43,167.27,16.0
275,148.61,209.25,15.5
275,81.07,73.66,16.5
275,319.23,316.71,16.0
275,309.69,368.35,16.0
275,315.21,177.64,14.5
275,343.09,167.61,16.0
276,148.61,210.26,15.5
276,83.04,73.66,16.5
276,321.2,317.37,16.0
276,308.715,368.4,16.314999999999998
276,315.87,179.61,14.5
276,343.77,167.92,16.0
277,149.27,210.25,15.5
277,83.38,74.97,16.5
277,320.55,317.37,16.0
277,308.71,367.06,15.0
277,315.2,181.27,16.139999999999986
277,345.4,166.61,16.0
278,147.635,210.89,17.135000000000005
278,81.41,74.31,16.5
278,320.55,317.37,16.0
278,308.065,368.07,16.964999999999975
278,315.54499999999996,180.60500000000002,16.14500000000001
278,345.4,166.89999999999998,16.0
279,150.58,208.94,15.5
279,83.38,73.0,16.5
279,319.89,316.06,16.0
279,308.72,367.72,15.0
279,315.895,180.94,15.794999999999987
279,342.46,167.58,16.0
280,150.58,210.91,15.5
280,82.73,74.31,16.5
280,321.2,316.71,16.0
280,308.395,366.735,16.294999999999987
280,316.19,179.61,14.5
280,343.43,167.27,16.0
281,149.92,212.23,15.5
281,83.38,73.66,16.5
281,319.23,316.71,16.0
281,309.35,368.07000000000005,16.650000000000006
281,315.84,180.27,14.5
281,343.12,168.58,16.0
282,151.89,210.91,15.5
282,84.04,74.31,16.5
282,319.23,317.37,16.0
282,308.39,367.74,16.94999999999999
282,316.19,181.89,14.5
282,343.43,167.92,16.0
283,151.24,210.26,15.5
283,83.73,73.66,16.5
283,319.23,316.72,16.0
283,310.005,368.38,15.995000000000005
283,316.845,179.925,15.815000000000026
283,343.43,167.27,16.0
284,150.22,211.32,15.5
284,83.34,75.28,16.5
284,319.8,316.96,16.0
284,307.57000000000005,367.95,16.909999999999997
284,315.22,179.34,16.02000000000001
284,343.92,165.94,16.0
285,150.22,211.84,15.5
285,85.25999999999999,74.56,16.9
285,319.04,316.96,16.0
285,307.96,367.96,15.0
285,315.0,181.61,16.0
285,343.16,166.7,16.0
286,151.24,211.25,15.5
286,84.38,75.63,16.5
286,319.40999999999997,317.29999999999995,17.890000000000015
286,308.82,368.8,16.420000000000016
286,314.48,182.37,16.0
286,340.88,168.22,16.0
287,151.24,211.26,15.5
287,84.38,74.31,16.5
287,319.23,315.4,16.0
287,309.7,368.7,16.30000000000001
287,315.53,181.92000000000002,18.099999999999994
287,343.43,168.58,16.0
288,150.58,211.91,15.5
288,85.35,73.66,16.5
288,320.21500000000003,316.71,16.984999999999985
288,308.05,368.35,17.94999999999999
288,314.525,181.24,16.164999999999992
288,343.12,166.92,16.0
289,150.58,211.57,15.5
289,84.04,73.66,16.5
289,319.23,315.4,16.0
289,308.69,367.07,16.0
289,317.49,182.89,17.80000000000001
289,343.12,168.58,16.0
290,152.55,211.91,15.5
290,84.04,73.66,16.5
290,320.55,316.06,16.0
290,308.35,367.39,17.650000000000006
290,317.17,182.245,15.800000000000011
290,344.4,167.27,16.0
291,153.21,211.57,15.5
291,85.35,74.31,16.5
291,319.89,316.06,16.0
291,308.39,368.03999999999996,16.30000000000001
291,314.53999999999996,182.22,16.150000000000006
291,342.77,168.58,16.0
292,152.87,212.57,15.5
292,84.04,74.31,16.5
292,319.89,314.09,16.0
292,308.03999999999996,367.08,17.299999999999983
292,316.86,181.57,15.800000000000011
292,344.08000000000004,167.27,16.650000000000006
293,152.885,213.19,16.804999999999993
293,86.35,73.66,16.5
293,319.23,316.06,16.0
293,308.69,366.07000000000005,16.649999999999977
293,317.48,182.88,17.150000000000006
293,343.75,167.27,16.0
294,152.575,214.865,16.47500000000001
294,85.04,75.63,16.5
294,319.89,317.37,16.0
294,309.37,368.03,15.969999999999999
294,317.51,184.2,15.800000000000011
294,343.41499999999996,167.255,16.015000000000015
295,153.55,213.23,15.5
295,87.67,73.66,16.5
295,320.55,315.4,16.0
295,309.03,367.06,15.0
295,316.53,184.20999999999998,16.130000000000024
295,343.75,167.92,16.0
296,153.55,214.54,15.5
296,87.67,74.97,16.5
296,320.55,314.09,16.0
296,309.05,367.08,16.94999999999999
296,317.52,185.19,16.450000000000017
296,342.77,169.55,16.0
297,152.895,213.57,16.465000000000003
297,87.67,73.66,16.5
297,317.92,313.75,16.0
297,309.01,368.35,16.650000000000006
297,318.18,185.87,16.44999999999999
297,343.09,167.27,16.0
298,154.21,212.57,15.5
298,86.35,74.97,16.5
298,319.89,315.4,16.0
298,309.35,369.35,16.650000000000006
298,318.48,184.83999999999997,16.150000000000006
298,342.41499999999996,168.27,15.984999999999985
299,153.24,212.57,15.5
299,86.7,74.31,16.5
299,318.92,314.74,16.0
299,309.36,368.06,17.30000000000001
299,316.83500000000004,186.815,16.13500000000002
299,341.77,167.92,16.0
300,155.51,213.23,17.14999999999999
300,88.01,74.31,16.5
300,319.58,315.4,16.0
300,309.36,368.36,17.94999999999999
300,319.125,188.14,16.154999999999973
300,342.77,169.24,16.0
